Ticker,CIK,Title,CEO,Median,Ratio
PATK,76605,PATRICK INDUSTRIES INC,11866012.0,35741,332:1
LTC,887905,LTC PROPERTIES INC,3392208.0,212013,16:1
MYRG,700923,MYR GROUP INC.,1600632.0,85140,18.8:1
OII,73756,OCEANEERING INTERNATIONAL INC,2643003.0,80091,33:1
TCBK,356171,TRICO BANCSHARES /,1762380.0,58746,30:1
SBH,1368458,"Sally Beauty Holdings, Inc.",4668840.0,15720,297:1
CMP,1227654,COMPASS MINERALS INTERNATIONAL INC,3500706.0,56463,62:1
VRTS,883237,"VIRTUS INVESTMENT PARTNERS, INC.",7801043.0,210839,37:1
RCKT,1281895,"ROCKET PHARMACEUTICALS, INC.",error,,
VIVO,794172,MERIDIAN BIOSCIENCE INC,1871558.0,71983,26:1
OSIS,1039065,OSI SYSTEMS INC,7306562.0,13001,562:1
PRAA,1185348,PRA GROUP INC,3683664.0,34108,108:1
INFN,1138639,Infinera Corp,4871760.0,101495,48:1
MLKN,66382,"MILLERKNOLL, INC.",4724379.0,47721,99:1
EPAC,6955,ENERPAC TOOL GROUP CORP,4635378.0,46822,99:1
UNIT,1620280,Uniti Group Inc.,5432256.0,75448,72:1
LRN,1157408,"Stride, Inc.",6447125.0,51577,125:1
ALEX,1545654,"Alexander & Baldwin, Inc.",2896867.0,67369,43:1
AHL-PC,1267395,ASPEN INSURANCE HOLDINGS LTD,error,112670,
BHLB,1108134,BERKSHIRE HILLS BANCORP INC,3548935.0,54599,65:1
HLIT,851310,HARMONIC INC,2473975.0,98959,25:1
CHCO,726854,CITY HOLDING CO,error,32024,
NVRO,1444380,NEVRO CORP,13230289.0,183245,72.2:1
SATS,1415404,EchoStar CORP,1854096.0,97584,19:1
DNOW,1599617,NOW Inc.,error,73266,
ECPG,1084961,ENCORE CAPITAL GROUP INC,3021760.0,22720,133:1
CXW,1070985,"CoreCivic, Inc.",2370632.0,38236,62:1
MHO,799292,"M/I HOMES, INC.",4840563.0,64974,74.5:1
ENVA,1529864,"Enova International, Inc.",4723772.0,66532,71:1
VSTO,1616318,Vista Outdoor Inc.,error,54060,
EGBN,1050441,EAGLE BANCORP INC,6220270.0,88861,70:1
FGEN,921299,FIBROGEN INC,7088746.25,160925,44.05:1
MED,910329,MEDIFAST INC,1618208.0,50569,32:1
NEO,1077183,NEOGENOMICS INC,3491250.0,69825,50:1
BUSE,314489,FIRST BUSEY CORP /NV/,1772464.0,47140,37.6:1
DVAX,1029142,DYNAVAX TECHNOLOGIES CORP,3190238.0,138706,23:1
MYGN,899923,MYRIAD GENETICS INC,7081074.0,77814,91:1
STBA,719220,S&T BANCORP INC,error,39193,
GEO,923796,GEO GROUP INC,error,,271:1
USA,799195,LIBERTY ALL STAR EQUITY FUND,error,,
PGRE,1605607,"Paramount Group, Inc.",error,,
SRCE,34782,1ST SOURCE CORP,1856726.0,45286,41.0:1
PMT,1464423,PennyMac Mortgage Investment Trust,777280.0,77728,10:1
DGII,854775,DIGI INTERNATIONAL INC,1737961.0,102233,17:1
GES,912463,GUESS INC,8643492.0,11388,759:1
CHEF,1517175,"Chefs' Warehouse, Inc.",1536117.0,46549,33.0:1
CASH,907471,"PATHWARD FINANCIAL, INC.",3346992.0,69729,48:1
CNK,1385280,"Cinemark Holdings, Inc.",4490192.0,5971,752:1
UVV,102037,UNIVERSAL CORP /VA/,3711512.0,1528,2429:1
OFG,1030469,OFG BANCORP,2328000.0,30000,77.6:1
IRBT,1159167,IROBOT CORP,5932168.0,134822,44:1
FCEL,886128,FUELCELL ENERGY INC,error,,
NXGN,708818,"NEXTGEN HEALTHCARE, INC.",error,60494,
MNKD,899460,MANNKIND CORP,1577367.0,143397,11:1
MODV,1220754,ModivCare Inc,3476984.0,29974,116:1
SCHL,866729,SCHOLASTIC CORP,4300700.0,37075,116:1
FCF,712537,FIRST COMMONWEALTH FINANCIAL CORP /PA/,406120.0,15620,26:1
MD,893949,"Pediatrix Medical Group, Inc.",7386552.0,91192,81:1
HTLD,799233,HEARTLAND EXPRESS INC,659321.0,50717,13:1
GRBK,1373670,"Green Brick Partners, Inc.",3194302.0,103042,31:1
CNXN,1050377,PC CONNECTION INC,1648816.0,63416,26:1
PARR,821483,"PAR PACIFIC HOLDINGS, INC.",error,55249,
DCOM,846617,"Dime Community Bancshares, Inc. /NY/",1638392.0999999999,61363,26.7:1
LADR,1577670,Ladder Capital Corp,14408712.0,351432,41:1
AKR,899629,ACADIA REALTY TRUST,4493500.0,104500,43:1
AVNS,1606498,"AVANOS MEDICAL, INC.",error,,1250:1
OCFC,1004702,OCEANFIRST FINANCIAL CORP,1997436.0,71337,28:1
ALGT,1362468,Allegiant Travel CO,2320340.0,43780,53:1
CTS,26058,CTS CORP,3177794.0,12511,254:1
SAFT,1172052,SAFETY INSURANCE GROUP INC,2788283.0,75359,37:1
ANF,1018840,ABERCROMBIE & FITCH CO /DE/,10262121.0,2991,3431:1
NBHC,1475841,National Bank Holdings Corp,2716644.6999999997,45353,59.9:1
AGM,845877,FEDERAL AGRICULTURAL MORTGAGE CORP,1570324.0,112166,14:1
KALU,811596,KAISER ALUMINUM CORP,5703832.0,64088,89:1
LXU,60714,"LSB INDUSTRIES, INC.",3844312.5,76125,50.5:1
DFIN,1669811,"Donnelley Financial Solutions, Inc.",5903904.0,61499,96:1
TVTX,1438533,"Travere Therapeutics, Inc.",3406172.0,309652,11:1
SBGI,912752,SINCLAIR BROADCAST GROUP INC,1821226.0,47927,38:1
ERII,1421517,"Energy Recovery, Inc.",2126258.0,92446,23:1
FDP,1047340,FRESH DEL MONTE PRODUCE INC,error,5833,
HNI,48287,HNI CORP,4148416.0,78272,53:1
SXI,310354,STANDEX INTERNATIONAL CORP/DE/,error,,97:1
TDS,1051512,TELEPHONE & DATA SYSTEMS INC /DE/,5704964.100000001,59613,95.7:1
ESRT,1541401,"Empire State Realty Trust, Inc.",9330981.0,59433,157:1
UHAL,4457,AMERCO /NV/,934973.0,15847,59:1
AIV,922864,APARTMENT INVESTMENT & MANAGEMENT CO,6332217.0,57047,111:1
PLUS,1022408,EPLUS INC,2957521.5,113315,26.1:1
NBR,1163739,NABORS INDUSTRIES LTD,14120384.0,52688,268:1
ALX,3499,ALEXANDERS INC,151724.1,45977,3.3:1.0
TRS,842633,TRIMAS CORP,error,35730,
RYI,1481582,Ryerson Holding Corp,165996.0,3132,53:1
DIN,49754,"Dine Brands Global, Inc.",7756800.0,121200,64:1
VCEL,887359,Vericel Corp,1465191.0,112707,13:1
EIG,1379041,"Employers Holdings, Inc.",3896235.0,79515,49:1
WNC,879526,WABASH NATIONAL Corp,963120.0,12039,80:1
PGTI,1354327,"PGT Innovations, Inc.",1783012.0,40523,44:1
STC,94344,STEWART INFORMATION SERVICES CORP,error,,38.3:1
KFRC,930420,KFORCE INC,3073440.0,32015,96:1
TGTX,1001316,"TG THERAPEUTICS, INC.",9959040.0,85120,117:1
ANDE,821026,"Andersons, Inc.",error,,53:1
AVID,896841,"AVID TECHNOLOGY, INC.",3244945.0,79145,41:1
PRIM,1361538,Primoris Services Corp,1784640.0,54080,33:1
CODI,1345126,Compass Diversified Holdings,error,,
SBSI,705432,SOUTHSIDE BANCSHARES INC,1855348.0,42167,44:1
GBX,923120,GREENBRIER COMPANIES INC,7470374.0,11618,643:1
TMP,1005817,TOMPKINS FINANCIAL CORP,2121245.0,60607,35:1
ASIX,1673985,AdvanSix Inc.,3838458.0,98422,39:1
SPTN,877422,SpartanNash Co,error,,107:1
CFFN,1490906,"Capitol Federal Financial, Inc.",1094409.0,35190,31.1:1
PDM,1042776,"Piedmont Office Realty Trust, Inc.",4894713.6,103264,47.4:1
NXRT,1620393,"NexPoint Residential Trust, Inc.",error,,
RILY,1464790,"B. Riley Financial, Inc.",2313271.0,100577,23:1
BCOR,1068875,"BLUCORA, INC.",5548104.0,77057,72:1
IMGN,855654,"ImmunoGen, Inc.",2671164.1,142843,18.7:1
USPH,885978,U S PHYSICAL THERAPY INC /NV,2870480.0,42400,67.7:1
APOG,6845,"APOGEE ENTERPRISES, INC.",3916604.0,47188,83:1
PDFS,1120914,PDF SOLUTIONS INC,400475.79,93351,4.29:1
NYMT,1273685,NEW YORK MORTGAGE TRUST INC,2404720.64,234836,10.24:1
QURE,1590560,uniQure N.V.,error,,
PRO,1392972,"PROS Holdings, Inc.",5029000.0,107000,47:1
GTN,43196,GRAY TELEVISION INC,4568835.0,39729,115:1
ATEC,1350653,"Alphatec Holdings, Inc.",error,,
DDD,910638,3D SYSTEMS CORP,1948905.0,55683,35:1
CWH,1669779,"Camping World Holdings, Inc.",14210.64,33048,0.43:1
RDNT,790526,"RadNet, Inc.",1915542.0,35473,54:1
BDN,790816,BRANDYWINE REALTY TRUST,error,,56.77:1
COWN,1466538,COWEN INC.,3400000.0,200000,17:1
HFWA,1046025,HERITAGE FINANCIAL CORP /WA/,1306998.0,51660,25.3:1.0
LGND,886163,LIGAND PHARMACEUTICALS INC,5618831.0,244297,23:1
MOD,67347,MODINE MANUFACTURING CO,4651656.0,30603,152:1
CCRN,1141103,CROSS COUNTRY HEALTHCARE INC,2652612.0,26006,102:1
BRKL,1049782,BROOKLINE BANCORP INC,2025010.0,77885,26:1
LZB,57131,LA-Z-BOY INC,4437693.0,31473,141:1
DMLP,1172358,"DORCHESTER MINERALS, L.P.",error,35000,
USNA,896264,USANA HEALTH SCIENCES INC,2067450.0,41349,50:1
PUMP,1680247,ProPetro Holding Corp.,error,,
MGI,1273931,MONEYGRAM INTERNATIONAL INC,4258575.0,52575,81:1
FRG,1528930,"Franchise Group, Inc.",error,,
LMAT,1158895,LEMAITRE VASCULAR INC,890316.0,63594,14:1
NWLI,1635984,"National Western Life Group, Inc.",error,50771,
AXL,1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,error,46516,
VECO,103145,VEECO INSTRUMENTS INC,1842052.0,108356,17.0:1
PFC,946647,PREMIER FINANCIAL CORP,119691.0,39897,3:1
BHE,863436,BENCHMARK ELECTRONICS INC,4286412.0,8307,516:1
NRC,70487,NATIONAL RESEARCH CORP,235604.16000000003,53064,4.44:1
SPH,1005210,SUBURBAN PROPANE PARTNERS LP,error,,
TWI,899751,TITAN INTERNATIONAL INC,1838640.0,38305,48:1
AZZ,8947,AZZ INC,error,,8754449239:1
AMSF,1018979,AMERISAFE INC,1842225.0,55825,33:1
BFS,907254,"SAUL CENTERS, INC.",250564.4,65938,3.8:1
MRC,1439095,MRC GLOBAL INC.,420468.0,5682,74:1
PRDO,1046568,PERDOCEO EDUCATION Corp,5202555.0,40965,127:1
HLX,866829,HELIX ENERGY SOLUTIONS GROUP INC,5685057.0,90239,63:1
SPNT,1576018,SiriusPoint Ltd,5281048.5,580335,9.1:1.0
BANC,1169770,"BANC OF CALIFORNIA, INC.",error,,33:1
HCSG,731012,HEALTHCARE SERVICES GROUP INC,3449509.0,19271,179:1
ULH,1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",967230.0,32241,30:1
UUUU,1385849,ENERGY FUELS INC,error,,
PRA,1127703,PROASSURANCE CORP,3670797.0,94123,39:1
JBSS,880117,SANFILIPPO JOHN B & SON INC,1230570.0,41019,30:1
ASTE,792987,ASTEC INDUSTRIES INC,error,56557,
RGR,95029,STURM RUGER & CO INC,1746750.0,42500,41.1:1
CNOB,712771,"ConnectOne Bancorp, Inc.",1935150.0,66500,29.1:1
DRRX,1082038,DURECT CORP,6311956.0,901708,7:1
GDOT,1386278,GREEN DOT CORP,4581500.0,93500,49:1
NHC,1047335,NATIONAL HEALTHCARE CORP,1107987.3,27909,39.7:1
WTTR,1693256,"Select Energy Services, Inc.",error,,
SCHN,912603,"SCHNITZER STEEL INDUSTRIES, INC.",1898136.0,11574,164:1
ARGO,1091748,"Argo Group International Holdings, Ltd.",2916791.0,100579,29:1
AMWD,794619,AMERICAN WOODMARK CORP,1393922.4,44677,31.2:1
LC,1409970,LendingClub Corp,6760808.0,88958,76:1
DCPH,1654151,"Deciphera Pharmaceuticals, Inc.",error,,
TSE,1519061,Trinseo PLC,10108250.0,80866,125:1
STRL,874238,"STERLING INFRASTRUCTURE, INC.",2188125.0,48625,45:1
SPLP,1452857,STEEL PARTNERS HOLDINGS L.P.,3641688.0,50579,72:1
INVA,1080014,"Innoviva, Inc.",4207060.0,382460,11:1
TITN,1409171,Titan Machinery Inc.,488059.3520000001,55461.29,8.8:1
CSR,798359,CENTERSPACE,1685892.0,43228,39:1
LPI,1528129,"Laredo Petroleum, Inc.",7060899.0,138449,51:1
GIC,945114,GLOBAL INDUSTRIAL Co,error,47000,
OSTK,1130713,"OVERSTOCK.COM, INC",444790.98,56806,7.83:1
CMCO,1005229,COLUMBUS MCKINNON CORP,error,,52:1
STKL,351834,SunOpta Inc.,2985000.0,39800,75:1
MLAB,724004,MESA LABORATORIES INC /CO/,1018292.0,46286,22:1
RPT,842183,RPT Realty,3333240.0,70920,47:1
HIBB,1017480,HIBBETT INC,1165945.0,5423,215:1
CUBI,1488813,"Customers Bancorp, Inc.",8044403.0,78101,103:1
IMAX,921582,IMAX CORP,5439303.0,74511,73:1
SLCA,1524741,"U.S. SILICA HOLDINGS, INC.",4754880.0,74295,64:1
CLB,1000229,CORE LABORATORIES N V,error,57546,
RBCAA,921557,REPUBLIC BANCORP INC /KY/,error,,
LBAI,846901,LAKELAND BANCORP INC,1656625.0,57125,29:1
UFPT,914156,UFP TECHNOLOGIES INC,13455000.0,292500,46:1
WINA,908315,WINMARK CORP,939180.0,78265,12.0:1
BY,1702750,"BYLINE BANCORP, INC.",error,,
OPK,944809,"OPKO HEALTH, INC.",966531.7499999999,38661.27,25:1
CDMO,704562,"Avid Bioservices, Inc.",915651.0,83241,11:1
CRAI,1053706,"CRA INTERNATIONAL, INC.",3522527.8000000003,108053,32.6:1
SHEN,354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,1840079.9999999998,56100,32.8:1
CDE,215466,"Coeur Mining, Inc.",3720631.1999999997,41899,88.8:1
WWW,110471,WOLVERINE WORLD WIDE INC /DE/,12063396.0,64167,188:1
UEC,1334933,URANIUM ENERGY CORP,error,,
SKYW,793733,SKYWEST INC,2868250.0,37250,77:1
NVAX,1000694,NOVAVAX INC,2825300.0,113012,25:1
DRQ,1042893,DRIL-QUIP INC,4015968.0,60848,66:1
TMST,1598428,TimkenSteel Corp,965604.0,14412,67:1
RWT,930236,REDWOOD TRUST INC,3688490.0,141865,26:1
WTI,1288403,W&T OFFSHORE INC,4501184.0,140662,32:1
WASH,737468,WASHINGTON TRUST BANCORP INC,1574218.25,67825,23.21:1
MYE,69488,MYERS INDUSTRIES INC,3279086.72,34648,94.64:1
INN,1497645,"Summit Hotel Properties, Inc.",3623169.0,109793,33:1
UMH,752642,"UMH PROPERTIES, INC.",1072800.0,35760,30:1
TBPH,1583107,"Theravance Biopharma, Inc.",2299817.0,176909,13:1
SHYF,743238,"SHYFT GROUP, INC.",3002065.0,54583,55:1
CCF,830524,CHASE CORP,1627075.0,43975,37:1
HWKN,46250,HAWKINS INC,1066299.0,82023,13:1
CNDT,1677703,CONDUENT Inc,11828320.0,33040,358:1
CTBI,350852,COMMUNITY TRUST BANCORP INC /KY/,1108434.0,32601,34.0:1.0
AOSL,1387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,3617328.0,13702,264:1
PEBO,318300,PEOPLES BANCORP INC,error,43876,
UTL,755001,UNITIL CORP,error,,19:1
FMCB,1085913,FARMERS & MERCHANTS BANCORP,error,,58.2:1
MERC,1333274,MERCER INTERNATIONAL INC.,1493650.0,59746,25:1
PLOW,1287213,"DOUGLAS DYNAMICS, INC",2372513.0,50479,47:1
SP,1059262,SP Plus Corp,1542525.0,20567,75:1
USLM,82020,UNITED STATES LIME & MINERALS INC,2249835.0,64281,35:1
HTBK,1053352,HERITAGE COMMERCE CORP,26000.0,2000,13:1
LPSN,1102993,LIVEPERSON INC,5365872.0,74526,72:1
GSBC,854560,"GREAT SOUTHERN BANCORP, INC.",1256288.0,28552,44:1
HSTM,1095565,HEALTHSTREAM INC,532777.5,71037,7.5:1
EVTV,1563568,"Envirotech Vehicles, Inc.",error,,
FOR,1406587,Forestar Group Inc.,1072280.0,134035,8:1
GPRO,1500435,"GoPro, Inc.",804842.1,151857,5.3:1
SLP,1023459,"Simulations Plus, Inc.",658140.0,109690,6:1
SMP,93389,"STANDARD MOTOR PRODUCTS, INC.",error,31667,
STGW,876883,Stagwell Inc,2409000.0,80300,30:1
UVSP,102212,UNIVEST FINANCIAL Corp,1144479.0,54499,21:1
KRNY,1617242,Kearny Financial Corp.,750556.8,52122,14.4:1
SCSC,918965,"SCANSOURCE, INC.",4459950.0,45050,99:1
CAL,14707,CALERES INC,7125768.0,21528,331:1
HCCI,1403431,"Heritage-Crystal Clean, Inc.",4619525.0,58475,79:1
QCRH,906465,QCR HOLDINGS INC,999828.0,55546,18:1
SCS,1050825,STEELCASE INC,4687592.0,45073,104:1
PRLB,1443669,Proto Labs Inc,3636383.4,49074,74.1:1
GERN,886744,GERON CORP,2701350.0,500250,5.4:1
NFBK,1493225,"Northfield Bancorp, Inc.",1266278.0,48703,26:1
AGEN,1098972,AGENUS INC,3718172.0,109358,34:1
HAFC,1109242,HANMI FINANCIAL CORP,1348710.0,61305,22:1
TCPC,1370755,BlackRock TCP Capital Corp.,error,,
IDT,1005731,IDT CORP,72072.0,5040,14.3:1
DBI,1319947,Designer Brands Inc.,4862424.0,7868,618:1
MOV,72573,MOVADO GROUP INC,3510652.0,34084,103:1
TRST,357301,TRUSTCO BANK CORP N Y,2168027.0,29699,73:1
ESTE,10254,EARTHSTONE ENERGY INC,1652283.0,183587,9:1
AMBC,874501,AMBAC FINANCIAL GROUP INC,2351627.6,239962,9.8:1
AMCX,1514991,AMC Networks Inc.,29640286.0,66014,449:1
LWLG,1325964,"Lightwave Logic, Inc.",error,,
DLX,27996,DELUXE CORP,575217.6,4908,117.2:1
BBSI,902791,BARRETT BUSINESS SERVICES INC,2603367.0,96421,27:1
CERS,1020214,CERUS CORP,2118735.0,141249,15:1
SXC,1514705,"SunCoke Energy, Inc.",4706694.0,87161,54:1
HZO,1057060,MARINEMAX INC,3163712.0,49433,64:1
TGI,1021162,TRIUMPH GROUP INC,6349420.0,47740,133:1
FORR,1023313,"FORRESTER RESEARCH, INC.",748968.0,113480,6.6:1
PBI,78814,PITNEY BOWES INC /DE/,6329082.0,44571,142:1
BXC,1301787,BlueLinx Holdings Inc.,error,,
PGC,1050743,PEAPACK GLADSTONE FINANCIAL CORP,1781035.0,61415,29:1
HSKA,1038133,HESKA CORP,3966460.4000000004,50722,78.2:1
ETD,896156,ETHAN ALLEN INTERIORS INC,2925032.0,34012,86:1
EGLE,1322439,Eagle Bulk Shipping Inc.,3609216.0,12532,288:1
AVD,5981,AMERICAN VANGUARD CORP,2259200.0,70600,32:1
TBI,768899,"TrueBlue, Inc.",error,7396,
GRC,42682,GORMAN RUPP CO,17505215.0,961825,18.2:1
HBIA,732417,HILLS BANCORPORATION,504531.9,39111,12.9:1
BJRI,1013488,BJs RESTAURANTS INC,2382430.0,17390,137:1
CENX,949157,CENTURY ALUMINUM CO,4476615.0,114785,39:1
AVXL,1314052,ANAVEX LIFE SCIENCES CORP.,error,,10:1
CDNA,1217234,"CareDx, Inc.",error,,
FC,886206,FRANKLIN COVEY CO,2768804.9899999998,89316.29,31:1
UFCS,101199,UNITED FIRE GROUP INC,2621252.0,68440,38.3:1
MBI,814585,MBIA INC,3108700.0,222050,14:1
KELYA,55135,KELLY SERVICES INC,4433968.0,7198,616:1
SCVL,895447,SHOE CARNIVAL INC,1311220.0,12370,106:1
CEVA,1173489,CEVA INC,1509542.5999999999,123733,12.2:1
FBMS,947559,FIRST BANCSHARES INC /MS/,660480.0,34400,19.2:1
THR,1489096,"Thermon Group Holdings, Inc.",2248470.0,49966,45:1
ATNI,879585,"ATN International, Inc.",2688000.0,32000,84:1
KOP,1315257,Koppers Holdings Inc.,4266157.0,69937,61:1
CMPR,1262976,CIMPRESS plc,8451974.0,41029,206:1
QRTEA,1355096,"Qurate Retail, Inc.",error,,1810:1
ANIP,1023024,ANI PHARMACEUTICALS INC,error,,69:1
GIII,821002,G III APPAREL GROUP LTD /DE/,11026368.0,6381,1728:1
CASS,708781,CASS INFORMATION SYSTEMS INC,2345705.6,57776,40.6:1
CLW,1441236,Clearwater Paper Corp,4162914.0,77091,54:1
CLDT,1476045,Chatham Lodging Trust,4029222.4,89938,44.8:1
CVLG,928658,"COVENANT LOGISTICS GROUP, INC.",1099968.0,34374,32:1
CHS,897429,"CHICO'S FAS, INC.",8364420.0,7495,1116:1
SNBR,827187,Sleep Number Corp,7298200.0,52130,140:1
AMRS,1365916,"AMYRIS, INC.",2012115.0,95815,21:1
CAC,750686,CAMDEN NATIONAL CORP,2035711.0,43313,47:1
FFIC,923139,FLUSHING FINANCIAL CORP,2305344.0,96056,24:1
HA,1172222,HAWAIIAN HOLDINGS INC,error,71298,
EBIX,814549,EBIX INC,5710335.0,9255,617:1
GCO,18498,GENESCO INC,2635292.0,4444,593:1
YORW,108985,YORK WATER CO,1517960.0,303592,5.0:1.0
TILE,715787,INTERFACE INC,4761115.0,50117,95:1
FMBH,700565,"FIRST MID BANCSHARES, INC.",error,712330,
CSII,1180145,Cardiovascular Systems Inc,3459276.0,96091,36:1
SRI,1043337,STONERIDGE INC,2763648.0,21591,128:1
RGP,1084765,"RESOURCES CONNECTION, INC.",error,,12:1
THFF,714562,FIRST FINANCIAL CORP /IN/,767130.0,11802,65:1
VVI,884219,VIAD CORP,error,,518:1
EBF,33002,"ENNIS, INC.",3417860.0,46820,73:1
UNTC,798949,UNIT CORP,4180270.4000000004,91472,45.7:1
KE,1606757,"Kimball Electronics, Inc.",error,,
DCO,30305,DUCOMMUN INC /DE/,5022186.0,54002,93:1
DHIL,909108,DIAMOND HILL INVESTMENT GROUP INC,error,472260,
CATC,711772,CAMBRIDGE BANCORP,1323124.0,120284,11:1
VSEC,102752,VSE CORP,2433600.0,46800,52:1
KAMN,54381,KAMAN Corp,2713472.0,63104,43:1
SIGA,1010086,SIGA TECHNOLOGIES INC,1611680.0,161168,10:1
CHUY,1524931,"CHUY'S HOLDINGS, INC.",error,,
CHRS,1512762,"Coherus BioSciences, Inc.",2658275.3,274049,9.7:1
EGHT,1023731,8X8 INC /DE/,4756630.0,103405,46.0:1
FLWS,1084869,1 800 FLOWERS COM INC,1490944.0,26624,56:1
CTIC,891293,CTI BIOPHARMA CORP,5562486.399999999,169588,32.8:1
AROW,717538,ARROW FINANCIAL CORP,834660.0,46370,18:1
NTGR,1122904,"NETGEAR, INC.",4528674.0,105318,43:1
HSII,1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,3544200.0,107400,33.0:1
CCBG,726601,CAPITAL CITY BANK GROUP INC,3360266.0,45409,74:1
HVT,216085,HAVERTY FURNITURE COMPANIES INC,1696000.0,33920,50:1
BLUE,1293971,"bluebird bio, Inc.",8617014.0,205167,42:1
FRPH,844059,"FRP HOLDINGS, INC.",2466912.5,499375,4.94:1
TWOU,1459417,"2U, Inc.",3399368.0,60703,56:1
BBDC,1379785,"Barings BDC, Inc.",2012265.3,353029,5.7:1
RUTH,1324272,"Ruths Hospitality Group, Inc.",error,,
STAR,1095651,ISTAR INC.,5635707.0,170779,33:1
FARO,917491,FARO TECHNOLOGIES INC,2453850.0,58425,42:1
OPY,791963,OPPENHEIMER HOLDINGS INC,4200000.0,100000,42:1
CPF,701347,CENTRAL PACIFIC FINANCIAL CORP,1024143.12,58058,17.64:1
VPG,1487952,"Vishay Precision Group, Inc.",2177651.0,46333,47:1
BMRC,1403475,Bank of Marin Bancorp,1170645.0,78043,15:1
BKD,1332349,Brookdale Senior Living Inc.,1309547.0,17939,73:1
DXPE,1020710,DXP ENTERPRISES INC,1646250.0,54875,30:1
SRG,1628063,Seritage Growth Properties,3612000.0,144480,25:1
RYAM,1597672,RAYONIER ADVANCED MATERIALS INC.,7977984.0,83104,96:1
ACCO,712034,ACCO BRANDS Corp,4950933.0,44603,111:1
ASTC,1001907,ASTROTECH Corp,error,,
MBWM,1042729,MERCANTILE BANK CORP,788460.0,46380,17:1
AVEO,1325879,"AVEO PHARMACEUTICALS, INC.",1349138.0,192734,7:1
PLCE,1041859,"Childrens Place, Inc.",15760409.0,8693,1813:1
ARR,1428205,"Armour Residential REIT, Inc.",error,,
SENEA,88948,Seneca Foods Corp,712170.0,17370,41:1
PEO,216851,"ADAMS NATURAL RESOURCES FUND, INC.",error,,
AMOT,46129,ALLIED MOTION TECHNOLOGIES INC,1810026.0,33519,54:1
CYH,1108109,COMMUNITY HEALTH SYSTEMS INC,884000.0,11050,80:1
MPB,879635,MID PENN BANCORP INC,501156.60000000003,42114,11.9:1
SGMO,1001233,"SANGAMO THERAPEUTICS, INC",1861222.0,169202,11:1
MOFG,1412665,"MidWestOne Financial Group, Inc.",8934786.0,638199,14:1
AMRN,897448,AMARIN CORP PLC\UK,3386525.0,135461,25:1
HSC,45876,HARSCO CORP,5339105.0,46427,115:1
NKTR,906709,NEKTAR THERAPEUTICS,18096715.0,198865,91:1
CBL,910612,CBL & ASSOCIATES PROPERTIES INC,2605774.0,55442,47:1
BHB,743367,BAR HARBOR BANKSHARES,1211860.0,46610,26:1
TRC,96869,TEJON RANCH CO,3299008.0,51547,64:1
CIR,1091883,CIRCOR INTERNATIONAL INC,3264140.0,44110,74:1
IBCP,39311,INDEPENDENT BANK CORP /MI/,992956.0,39560,25.1:1
TIPT,1393726,TIPTREE INC.,2027736.0,56326,36:1
OLP,712770,ONE LIBERTY PROPERTIES INC,1658643.4400000002,237628,6.98:1
AGX,100591,ARGAN INC,1260252.0,90018,14:1
BIG,768835,BIG LOTS INC,8349780.0,8780,951:1
SRDX,924717,SURMODICS INC,2242584.0,62294,36:1
FMNB,709337,FARMERS NATIONAL BANC CORP /OH/,error,998653,
CCO,1334978,"Clear Channel Outdoor Holdings, Inc.",553943.0,42611,13:1
DX,826675,DYNEX CAPITAL INC,2178212.4,186172,11.7:1
HY,1173514,"HYSTER-YALE MATERIALS HANDLING, INC.",4365430.0,51358,85:1
ANGO,1275187,ANGIODYNAMICS INC,2729675.0,41995,65:1
NPK,80172,NATIONAL PRESTO INDUSTRIES INC,700768.5327999999,36805.07,19.04:1
OSPN,1044777,OneSpan Inc.,2274861.0,98907,23:1
INGN,1294133,Inogen Inc,2883648.0,41792,69:1
ZUMZ,1318008,Zumiez Inc,error,6997,
CSV,1016281,CARRIAGE SERVICES INC,error,12900,
ALT,1326190,"Altimmune, Inc.",error,,
ICPT,1270073,"INTERCEPT PHARMACEUTICALS, INC.",6130264.0,218938,28:1
MITK,807863,MITEK SYSTEMS INC,error,,
SBOW,351817,"SILVERBOW RESOURCES, INC.",20350000.0,550000,37:1
CNSL,1304421,"Consolidated Communications Holdings, Inc.",2194008.8000000003,81866,26.8:1
HDSN,925528,HUDSON TECHNOLOGIES INC /NY,1213384.64,46668.64,26:1
RIOT,1167419,"Riot Blockchain, Inc.",error,,
BW,1630805,"Babcock & Wilcox Enterprises, Inc.",6467400.0,64674,100:1
TTI,844965,TETRA TECHNOLOGIES INC,3041368.0,72760,41.8:1
VALU,717720,VALUE LINE INC,711994.36,82027,8.68:1
AXGN,805928,"Axogen, Inc.",3757770.0,83506,45:1
EBTC,1018399,ENTERPRISE BANCORP INC /MA/,1012316.0,59548,17:1
GLDD,1372020,Great Lakes Dredge & Dock CORP,2587477.0,83467,31:1
POWL,80420,POWELL INDUSTRIES INC,error,,
GAIN,1321741,GLADSTONE INVESTMENT CORPORATION\DE,error,,
BZH,915840,BEAZER HOMES USA INC,5145876.0,88722,58:1
